Model,Start Date,End Date,Average Sharpe Ratio,Average Return,Volatility,Final Portfolio Value
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay2_maxnorm8.pth,2017-01-03,2020-12-28,0.776755992130944,0.002518080520556,0.0233768867561726,1595889.8746680492
best_model_layers_1_seq_365_hunits[148]_lr0.001_daydecay2_maxnorm15.pth,2017-01-03,2020-12-28,0.7759277707484159,0.0024919954054025,0.0231594165104653,1588835.0828007278
best_model_layers_1_seq_180_hunits[148]_lr0.0001_daydecay1_maxnorm15.pth,2017-01-03,2020-12-28,0.7758020123005672,0.0025073265288093,0.0233056739235445,1592960.8167520284
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.774661197592543,0.0024736310332741,0.0230263334597535,1583883.6530893794
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.774475585628333,0.0024703555948302,0.0230013545451237,1582900.4483063766
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay10_maxnorm1.pth",2017-01-03,2020-12-28,0.7738823559770346,0.0025237206966974,0.0235162471572418,1596894.213016264
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7735676374360079,0.0025921119341272,0.0241633492352788,1615003.2555599152
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay2_maxnorm3.pth",2017-01-03,2020-12-28,0.7734732515092683,0.0025238687431631,0.0235300655795375,1596579.8413198611
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay10_maxnorm8.pth",2017-01-03,2020-12-28,0.7724622797937489,0.0024460970820372,0.0228348456222432,1576078.4988759928
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7721740443460224,0.0024276327730405,0.0226709367021207,1571338.6983384143
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.7717604302928703,0.0024776463159958,0.023150398709603,1584153.199604067
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.001_daydecay10_maxnorm1.pth",2017-01-03,2020-12-28,0.7715850422519414,0.0025158153992986,0.0235123827577032,1594245.3058583802
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.001_daydecay2_maxnorm15.pth",2017-01-03,2020-12-28,0.7711566632154774,0.002532860755633,0.0236848354262195,1598683.9923032904
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7707828297099242,0.0024355051462199,0.0227855067546251,1572944.8446290295
best_model_layers_1_seq_180_hunits[148]_lr0.001_daydecay2_maxnorm8.pth,2017-01-03,2020-12-28,0.77039984620571,0.0024914114113927,0.0233201282069159,1587531.3890583548
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay10_maxnorm1.pth,2017-01-03,2020-12-28,0.7703285201912988,0.0024794286441023,0.0232101158813263,1584403.33769397
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.001_daydecay10_maxnorm1.pth",2017-01-03,2020-12-28,0.7702463885972688,0.0024847948299638,0.0232628294038699,1585619.6529911745
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.7690749866148531,0.0024277252416099,0.0227631583231984,1570649.268571534
best_model_layers_1_seq_60_hunits[148]_lr0.0001_daydecay1_maxnorm3.pth,2017-01-03,2020-12-28,0.7683995805709031,0.0025230443526925,0.0236776958601251,1595371.8561706643
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.7680435806649535,0.0026947822698573,0.0253011050278421,1640085.0491817151
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay2_maxnorm15.pth,2017-01-03,2020-12-28,0.7679160542912767,0.0024873551416757,0.0233574658414402,1586034.4139907567
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.7679059362762087,0.0024700361355214,0.0231951376285962,1581501.164090251
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7675447219168176,0.0024864503329888,0.0233602653070096,1585590.1778477747
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay1_maxnorm8.pth,2017-01-03,2020-12-28,0.7673687542338894,0.0024643682272496,0.0231581125917583,1579835.0077749474
best_model_layers_1_seq_365_hunits[148]_lr0.001_daydecay5_maxnorm1.pth,2017-01-03,2020-12-28,0.7669392323676342,0.0024578055221158,0.0231093767566174,1578142.3749152413
"best_model_layers_2_seq_180_hunits[32, 148]_lr0.0001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7665853673623274,0.0024279214457613,0.0228389312872275,1570199.0856728405
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7665200751246303,0.0025025454734339,0.0235429085720409,1589468.980309578
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7661817223121761,0.0024961861577806,0.0234934531140238,1587491.115139771
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay10_maxnorm1.pth",2017-01-03,2020-12-28,0.7661174695847875,0.0024520591658449,0.0230800768913855,1576198.3930356284
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.7660283610829965,0.0025155740457361,0.0236806668523471,1592821.8042581133
"best_model_layers_2_seq_30_hunits[32, 148]_lr0.001_daydecay2_maxnorm8.pth",2017-01-03,2020-12-28,0.7650542824824419,0.0025509898743568,0.0240446331869115,1601471.1106687342
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.0001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7648991201880541,0.0024565431283076,0.0231591120338181,1577249.41448338
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay1_maxnorm3.pth,2017-01-03,2020-12-28,0.7638523916009023,0.002471634890204,0.0233333204918803,1580964.8328091851
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.7636789934047901,0.0025856835236812,0.0244155321994394,1610635.8935398827
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7635995493627123,0.002524501898658,0.0238402996654839,1594957.3901500576
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay10_maxnorm15.pth,2017-01-03,2020-12-28,0.7634683800267389,0.0024560974615795,0.0231983028162916,1576776.8074815818
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay2_maxnorm15.pth,2017-01-03,2020-12-28,0.7633454067992835,0.0024474249126533,0.0231201129575668,1574545.597505917
best_model_layers_1_seq_60_hunits[148]_lr0.0001_daydecay1_maxnorm1.pth,2017-01-03,2020-12-28,0.7631439629259231,0.0024665581828773,0.0233070100382694,1579509.2122274083
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay5_maxnorm8.pth,2017-01-03,2020-12-28,0.7626710668513791,0.0024797771405415,0.023446447677261,1582758.4961204045
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.001_daydecay10_maxnorm1.pth",2017-01-03,2020-12-28,0.7626086461630889,0.0024973650058537,0.0236146747809871,1587339.2509789085
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.0001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7625070045100928,0.0024153158538775,0.0228418758282534,1565961.8415755937
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.001_daydecay2_maxnorm15.pth",2017-01-03,2020-12-28,0.7620344576738627,0.0024674135910164,0.0233490392215156,1578936.9851595787
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7613206929645543,0.0024922958302881,0.0236066101782616,1585591.4612120185
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.7611642153101609,0.0024691774252275,0.0233924444575952,1579468.010172933
"best_model_layers_2_seq_180_hunits[256, 148]_lr0.001_daydecay2_maxnorm8.pth",2017-01-03,2020-12-28,0.7611533815817991,0.0026458149355402,0.0250662261938687,1625055.1779565327
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.7609095178191694,0.002443325647464,0.0231552785141572,1572984.740549676
"best_model_layers_2_seq_180_hunits[256, 148]_lr0.0001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.7606798328380862,0.0024103791241513,0.0228499433014037,1564619.165975537
"best_model_layers_2_seq_30_hunits[32, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7605614167839146,0.0024826769589826,0.0235389775986179,1583072.0969440474
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.0001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.7602513372628732,0.0024889878131793,0.0236084377483184,1584526.5035341498
"best_model_layers_2_seq_30_hunits[32, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.7598195721667202,0.0025697132018101,0.024387981178064,1605506.6593514618
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay5_maxnorm15.pth,2017-01-03,2020-12-28,0.7582262155006979,0.0024518981143375,0.0233187515618137,1574557.9949833546
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7578996912859393,0.0024431229995823,0.023245306334176,1572228.9067198758
"best_model_layers_2_seq_30_hunits[32, 148]_lr0.001_daydecay2_maxnorm3.pth",2017-01-03,2020-12-28,0.757860460405252,0.0024378702462168,0.0231965292686275,1570872.5010400987
best_model_layers_1_seq_180_hunits[148]_lr0.001_daydecay10_maxnorm3.pth,2017-01-03,2020-12-28,0.757460148278737,0.0024481279550281,0.0233064429615442,1573497.0719499344
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.0001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7571812374772299,0.0024543724925978,0.0233744985563411,1574863.846096362
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.0001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7567273585496382,0.0024782127282653,0.0236156997954825,1580842.8913683605
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay5_maxnorm3.pth,2017-01-03,2020-12-28,0.7567186133431918,0.002450583216225,0.0233526790146066,1573914.8578125068
best_model_layers_1_seq_365_hunits[148]_lr0.001_daydecay5_maxnorm8.pth,2017-01-03,2020-12-28,0.755917571221193,0.0024275559369253,0.0231577561836568,1567793.7787756375
"best_model_layers_2_seq_30_hunits[32, 148]_lr0.001_daydecay10_maxnorm8.pth",2017-01-03,2020-12-28,0.7550317216753085,0.002429261647531,0.0232012170621301,1567930.1621440328
"best_model_layers_3_seq_180_hunits[32, 64, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7548915537212524,0.0024910289539733,0.0237955573299019,1583776.044413045
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.001_daydecay2_maxnorm3.pth",2017-01-03,2020-12-28,0.7540899070341376,0.0024472274943425,0.0234019952561911,1572196.7672742952
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay2_maxnorm1.pth,2017-01-03,2020-12-28,0.7540516102350334,0.0024317084633635,0.0232547731020808,1568380.370394748
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay1_maxnorm15.pth,2017-01-03,2020-12-28,0.7539908766949186,0.0024520779732791,0.023451458465514,1573584.978500766
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay1_maxnorm3.pth,2017-01-03,2020-12-28,0.7537736835336681,0.0024340461336054,0.0232857111710705,1568948.7560605244
best_model_layers_1_seq_180_hunits[148]_lr0.001_daydecay2_maxnorm1.pth,2017-01-03,2020-12-28,0.7534221571552604,0.0024164374068136,0.0231280402135035,1564489.4645587874
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.001_daydecay2_maxnorm3.pth",2017-01-03,2020-12-28,0.7532166980753146,0.0025312894133509,0.0242339124881257,1593036.6215060789
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.0001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.7526602186224846,0.0024445292457465,0.0234205962314351,1571432.541354316
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7520921471407555,0.0024127603923661,0.0231336847304077,1563210.988843939
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.0001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.75207105086748,0.0024371557705854,0.023368244494993,1569392.5139670805
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.7520255309765268,0.0024294688712076,0.0232959500082612,1567315.785397977
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.0001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.7516098036049205,0.0024597617925242,0.0235994720288009,1575119.9112121118
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay1_maxnorm1.pth,2017-01-03,2020-12-28,0.7516093601455395,0.002439402376009,0.0234041533130618,1569909.3427742524
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7514138818730182,0.0024251814490044,0.0232737677001478,1566230.3904978232
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.001_daydecay2_maxnorm3.pth",2017-01-03,2020-12-28,0.7514127323053967,0.0025129541093201,0.0241161335295534,1588454.5056130467
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.751063306536758,0.0024938039874963,0.0239434893693204,1583602.6839133257
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7509235571328303,0.0024808391941845,0.0238234447057864,1580236.5276009373
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay10_maxnorm8.pth,2017-01-03,2020-12-28,0.7505468930525309,0.0024101843278357,0.0231565629217076,1562196.0754418585
best_model_layers_1_seq_365_hunits[148]_lr0.001_daydecay10_maxnorm8.pth,2017-01-03,2020-12-28,0.7504446404620728,0.002433873541493,0.0233873503219239,1568198.838502139
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.001_daydecay10_maxnorm15.pth",2017-01-03,2020-12-28,0.7498496055936865,0.0022879878259559,0.0220029652948613,1530550.4079613087
best_model_layers_1_seq_180_hunits[148]_lr0.0001_daydecay1_maxnorm8.pth,2017-01-03,2020-12-28,0.7498042623054832,0.0024452289271718,0.0235165328350029,1570866.2939763477
best_model_layers_1_seq_365_hunits[148]_lr0.0001_daydecay1_maxnorm8.pth,2017-01-03,2020-12-28,0.7497017338267699,0.0024322824652419,0.0233952217239191,1567530.0513652917
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay2_maxnorm3.pth,2017-01-03,2020-12-28,0.7496479346390416,0.0024326155882569,0.0234001051204831,1567731.0399969704
"best_model_layers_3_seq_180_hunits[32, 64, 148]_lr0.001_daydecay2_maxnorm3.pth",2017-01-03,2020-12-28,0.7495244788184954,0.0023866476787904,0.0229617065900524,1555996.8849616142
"best_model_layers_2_seq_180_hunits[32, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7493793615963567,0.0023269154185087,0.0223913635337613,1540729.3326791304
"best_model_layers_2_seq_180_hunits[256, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7491716771378213,0.002406522041728,0.0231638191399183,1560836.3573847285
"best_model_layers_2_seq_180_hunits[32, 148]_lr0.001_daydecay2_maxnorm15.pth",2017-01-03,2020-12-28,0.7491634544604947,0.0024125527514205,0.023222122217034,1562720.5872358282
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.748720502897725,0.0024729810384479,0.0238178596762491,1577418.2143888252
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay2_maxnorm3.pth",2017-01-03,2020-12-28,0.7480902580080009,0.0025218955638271,0.0243094296962405,1590384.7900750744
best_model_layers_1_seq_365_hunits[148]_lr0.001_daydecay10_maxnorm1.pth,2017-01-03,2020-12-28,0.7475883774607881,0.0024323831475024,0.0234623288009972,1567106.475973939
best_model_layers_1_seq_30_hunits[148]_lr0.0001_daydecay1_maxnorm8.pth,2017-01-03,2020-12-28,0.7466789416827391,0.0024050583450278,0.0232270141807878,1559892.3958012208
"best_model_layers_3_seq_180_hunits[32, 64, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7461476023434863,0.0024326880178518,0.0235105798317204,1566905.5256569586
"best_model_layers_2_seq_180_hunits[32, 148]_lr0.001_daydecay5_maxnorm3.pth",2017-01-03,2020-12-28,0.7459468894124474,0.0024196024138194,0.0233904067248918,1563486.2898330542
best_model_layers_1_seq_365_hunits[148]_lr0.001_daydecay1_maxnorm1.pth,2017-01-03,2020-12-28,0.7454360576604071,0.0023966991019912,0.0231848765974895,1557642.5113885
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7453970126018469,0.0024269641921109,0.0234788808928197,1565424.2361082805
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.001_daydecay5_maxnorm3.pth",2017-01-03,2020-12-28,0.7453364039989386,0.002607918806408,0.0252315194274733,1610980.125475004
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.001_daydecay10_maxnorm15.pth",2017-01-03,2020-12-28,0.7452850555395081,0.0024454474831488,0.0236612453890273,1570036.527667124
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay1_maxnorm1.pth,2017-01-03,2020-12-28,0.743569814860513,0.0024163895336672,0.0234340237890533,1562189.742798431
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.7434947811367757,0.002324390650117,0.0225440981855777,1538791.9889453745
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.001_daydecay10_maxnorm3.pth",2017-01-03,2020-12-28,0.7434544772018815,0.0024291529806084,0.0235614577519092,1565323.8425600913
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay2_maxnorm3.pth,2017-01-03,2020-12-28,0.743286109084629,0.0023837057277311,0.0231258814658496,1553799.3853084664
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.0001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.7431800225916234,0.0023801465965122,0.0230946482305048,1552855.6762921377
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.7423320817462615,0.0023871938346153,0.0231894861796343,1554552.216310482
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.7420336851869272,0.0025371246494594,0.0246558429852555,1592639.1404248227
best_model_layers_1_seq_180_hunits[148]_lr0.001_daydecay1_maxnorm15.pth,2017-01-03,2020-12-28,0.7417629244070146,0.0024206551225098,0.0235325759140664,1562774.421737685
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.7414103411763057,0.002354338520682,0.0228987587161284,1545807.4154572943
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.74066930162455,0.0024071135133336,0.0234354824188092,1559069.8646707286
best_model_layers_1_seq_180_hunits[148]_lr0.001_daydecay5_maxnorm3.pth,2017-01-03,2020-12-28,0.7402440248320975,0.0024265689494047,0.0236384718472052,1564062.6064994603
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7401090254238161,0.0023816645207165,0.0232052664010668,1552526.6792285568
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.7390298839301181,0.0024440153955399,0.0238475412652624,1568126.2827835302
"best_model_layers_2_seq_30_hunits[32, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7389399967453558,0.002417009438545,0.0235868988073136,1561266.5405106675
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.738845925965081,0.0024105575619318,0.0235269318989612,1559628.343610432
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7388357063420312,0.0024218462028664,0.0236374354698025,1562569.3968087672
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.0001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.7387010496177123,0.0023797922438277,0.0232312190825042,1551879.0315036648
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay10_maxnorm3.pth,2017-01-03,2020-12-28,0.7383628065384045,0.0024229512838667,0.0236633671538504,1562709.2211381306
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7382445934676285,0.002395144124964,0.0233955386361063,1555347.5739949285
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.7380518128153863,0.0023962525559448,0.0234124794747492,1555796.1208780028
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.001_daydecay2_maxnorm15.pth",2017-01-03,2020-12-28,0.7379838526721963,0.0024689754544052,0.0241252367961344,1574086.1629840622
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.001_daydecay5_maxnorm3.pth",2017-01-03,2020-12-28,0.7375463144073852,0.0023628498299327,0.0231019423502627,1547055.6000771574
best_model_layers_1_seq_60_hunits[148]_lr0.0001_daydecay1_maxnorm15.pth,2017-01-03,2020-12-28,0.7365274866846243,0.0023686250255238,0.0231904420032329,1548538.7239915268
best_model_layers_1_seq_180_hunits[148]_lr0.001_daydecay1_maxnorm1.pth,2017-01-03,2020-12-28,0.736500694124916,0.0023863491191101,0.0233648228134608,1552667.8581832675
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.0001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7363109062356736,0.0024431066645307,0.0239267034503874,1567233.0589629395
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.001_daydecay5_maxnorm3.pth",2017-01-03,2020-12-28,0.7358968176644657,0.0022725326861119,0.0222687010685795,1524064.5358271434
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.001_daydecay5_maxnorm3.pth",2017-01-03,2020-12-28,0.7357333541822396,0.0023644580993308,0.0231746321336733,1547214.9275823105
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.001_daydecay10_maxnorm15.pth",2017-01-03,2020-12-28,0.7356423763405069,0.0023490531150446,0.0230264914786841,1543633.706673866
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay10_maxnorm15.pth,2017-01-03,2020-12-28,0.7353579322775764,0.0023201019454529,0.0227514960033818,1535786.8004174654
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.001_daydecay2_maxnorm15.pth",2017-01-03,2020-12-28,0.7351823298348845,0.002375842582814,0.0233036674227216,1549889.7883917682
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7351615707253615,0.0023700384340888,0.0232473933328601,1548579.6112750245
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.7350811904876292,0.0023839347064871,0.0233862570089587,1552044.830779044
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.734756825318129,0.0023740455491015,0.0232995262177158,1549282.149997319
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.7344264458003442,0.0024356906389872,0.0239152812109483,1565152.8296091105
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7341232735614382,0.0023743497756756,0.023322622154598,1549277.7042155345
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7338000153382532,0.0023705416288318,0.0232954734661189,1548293.901809358
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7336781421263783,0.0023532135941024,0.0231290310791182,1543917.0155376191
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.733517279654515,0.0024018086994976,0.0236118348131431,1556224.3613858966
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.0001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.733234199921612,0.0023617430160562,0.0232269186155531,1545942.084013296
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay10_maxnorm15.pth",2017-01-03,2020-12-28,0.7327906507333877,0.00250624325456,0.0246629471979703,1581823.8978591335
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.0001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7326047018480326,0.0023600437931639,0.0232301509589772,1545370.751871998
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.7325556687801068,0.0023967539676205,0.0235930720168148,1554489.2112262782
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7322299500354474,0.002398902985215,0.0236247307765486,1555133.499829264
best_model_layers_1_seq_180_hunits[148]_lr0.001_daydecay10_maxnorm15.pth,2017-01-03,2020-12-28,0.732212338329247,0.0023457026152585,0.0231013617596315,1541792.5502924167
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay10_maxnorm8.pth",2017-01-03,2020-12-28,0.731977543544534,0.0022947525722682,0.0226068357882967,1528471.4477123886
best_model_layers_1_seq_365_hunits[148]_lr0.001_daydecay2_maxnorm3.pth,2017-01-03,2020-12-28,0.7316523936562123,0.0023513253640743,0.0231744589069234,1543216.1605582356
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay10_maxnorm15.pth",2017-01-03,2020-12-28,0.731114040425341,0.0023682296058977,0.0233582527594972,1547049.3753165556
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.730554341080612,0.0024087016569722,0.0237756367819606,1557177.5303728762
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.7301128704370731,0.0023965834629504,0.0236703252647063,1553833.5566726516
